Zone_ID,Datetimetry,Datetime,Open,High,Low,Close,Volume,MA_10
753,2025-04-21 18,4/21/2025 18:45,188.146,188.16,188.027,188.081,722,188.2274
753,2025-04-21 19,4/21/2025 19:00,188.086,188.232,188.075,188.204,812,188.198
753,2025-04-21 19,4/21/2025 19:15,188.205,188.274,188.203,188.242,689,188.1805
753,2025-04-21 19,4/21/2025 19:30,188.247,188.32,188.223,188.306,808,188.1823
753,2025-04-21 19,4/21/2025 19:45,188.3,188.445,188.248,188.368,770,188.1884
754,2025-04-21 22,4/21/2025 22:00,188.406,188.406,188.238,188.297,431,188.4017
754,2025-04-21 22,4/21/2025 22:15,188.298,188.328,188.224,188.257,509,188.3906
754,2025-04-21 22,4/21/2025 22:30,188.257,188.329,188.242,188.311,532,188.3799
754,2025-04-21 22,4/21/2025 22:45,188.309,188.347,188.241,188.288,462,188.3649
754,2025-04-21 23,4/21/2025 23:00,188.319,188.381,188.306,188.361,609,188.3494
754,2025-04-21 23,4/21/2025 23:15,188.361,188.406,188.248,188.297,646,188.3354
754,2025-04-21 23,4/21/2025 23:30,188.293,188.424,188.255,188.417,734,188.333
754,2025-04-21 23,4/21/2025 23:45,188.418,188.505,188.366,188.48,1067,188.3433
755,2025-04-22 07,4/22/2025 7:00,187.997,188.082,187.895,187.962,1499,187.8983
755,2025-04-22 07,4/22/2025 7:15,187.961,188.041,187.893,187.945,1238,187.9044
755,2025-04-22 07,4/22/2025 7:30,187.938,187.949,187.694,187.836,1208,187.8964
755,2025-04-22 07,4/22/2025 7:45,187.837,187.896,187.58,187.653,1286,187.8791
755,2025-04-22 08,4/22/2025 8:00,187.648,187.826,187.585,187.804,1267,187.8697
755,2025-04-22 08,4/22/2025 8:15,187.811,187.861,187.741,187.796,1208,187.8759
755,2025-04-22 08,4/22/2025 8:30,187.801,188.03,187.794,188.015,1166,187.9001
755,2025-04-22 08,4/22/2025 8:45,188.018,188.115,187.899,188.103,1155,187.9131
756,2025-04-22 10,4/22/2025 10:00,187.76,187.768,187.593,187.729,1085,187.8517
756,2025-04-22 10,4/22/2025 10:15,187.724,187.724,187.452,187.492,996,187.8356
756,2025-04-22 10,4/22/2025 10:30,187.487,187.713,187.483,187.647,920,187.8199
756,2025-04-22 10,4/22/2025 10:45,187.643,187.659,187.514,187.575,922,187.7978
756,2025-04-22 11,4/22/2025 11:00,187.579,187.677,187.484,187.498,1094,187.7461
756,2025-04-22 11,4/22/2025 11:15,187.502,187.579,187.472,187.533,911,187.6891
756,2025-04-22 11,4/22/2025 11:30,187.531,187.591,187.478,187.567,947,187.6435
756,2025-04-22 11,4/22/2025 11:45,187.566,187.677,187.49,187.612,1187,187.6226
757,2025-04-22 20,4/22/2025 20:00,188.779,188.842,188.749,188.756,591,188.6289
757,2025-04-22 20,4/22/2025 20:15,188.758,188.781,188.678,188.705,423,188.6681
757,2025-04-22 20,4/22/2025 20:30,188.702,188.736,188.655,188.725,365,188.692
757,2025-04-22 20,4/22/2025 20:45,188.719,188.776,188.695,188.746,437,188.7165
757,2025-04-22 21,4/22/2025 21:00,188.719,188.727,188.502,188.627,157,188.7237
757,2025-04-22 21,4/22/2025 21:15,188.63,188.948,188.586,188.945,400,188.7488
757,2025-04-22 21,4/22/2025 21:30,188.97,189.317,188.96,189.253,515,188.7971
757,2025-04-22 21,4/22/2025 21:45,189.284,189.343,189.192,189.251,481,188.8523
758,2025-04-23 01,4/23/2025 1:00,189.042,189.162,188.967,189.104,1482,189.2996
758,2025-04-23 01,4/23/2025 1:15,189.099,189.212,189.041,189.054,1311,189.252
758,2025-04-23 01,4/23/2025 1:30,189.053,189.097,188.756,188.814,1426,189.1979
758,2025-04-23 01,4/23/2025 1:45,188.807,188.819,188.629,188.7,1418,189.1206
758,2025-04-23 02,4/23/2025 2:00,188.694,188.811,188.642,188.794,1140,189.0568
758,2025-04-23 02,4/23/2025 2:15,188.8,188.803,188.681,188.733,987,188.9913
758,2025-04-23 02,4/23/2025 2:30,188.732,188.834,188.713,188.771,1070,188.9394
758,2025-04-23 02,4/23/2025 2:45,188.77,188.872,188.745,188.833,1044,188.8955
759,2025-04-23 07,4/23/2025 7:00,188.774,188.829,188.515,188.551,1547,188.8067
759,2025-04-23 07,4/23/2025 7:15,188.558,188.682,188.527,188.608,1280,188.7799
759,2025-04-23 07,4/23/2025 7:30,188.604,188.892,188.591,188.86,1242,188.7846
759,2025-04-23 07,4/23/2025 7:45,188.855,188.883,188.698,188.761,1205,188.7736
759,2025-04-23 08,4/23/2025 8:00,188.751,188.777,188.653,188.754,1206,188.7481
759,2025-04-23 08,4/23/2025 8:15,188.752,188.769,188.542,188.542,1203,188.708
759,2025-04-23 08,4/23/2025 8:30,188.534,188.749,188.238,188.729,1363,188.7048
759,2025-04-23 08,4/23/2025 8:45,188.722,188.845,188.663,188.784,1151,188.7103
760,2025-04-23 11,4/23/2025 11:00,188.861,189.004,188.85,188.89,1169,188.8564
760,2025-04-23 11,4/23/2025 11:15,188.896,188.984,188.789,188.805,1136,188.8585
760,2025-04-23 11,4/23/2025 11:30,188.805,188.806,188.524,188.534,1065,188.8311
760,2025-04-23 11,4/23/2025 11:45,188.53,188.581,188.376,188.384,1068,188.7819
760,2025-04-23 12,4/23/2025 12:00,188.383,188.487,188.347,188.428,1124,188.7408
760,2025-04-23 12,4/23/2025 12:15,188.423,188.517,188.375,188.413,1039,188.6799
760,2025-04-23 12,4/23/2025 12:30,188.409,188.564,188.364,188.501,1049,188.6364
760,2025-04-23 12,4/23/2025 12:45,188.5,188.748,188.5,188.701,1057,188.6289
761,2025-04-23 21,4/23/2025 21:00,189.925,189.925,189.855,189.857,109,190.1124
761,2025-04-23 21,4/23/2025 21:15,189.86,190.063,189.853,189.986,234,190.0837
761,2025-04-23 21,4/23/2025 21:30,189.989,190.042,189.658,189.665,340,190.0285
761,2025-04-23 21,4/23/2025 21:45,189.666,189.812,189.598,189.801,370,189.9976
761,2025-04-23 22,4/23/2025 22:00,189.79,189.79,189.535,189.731,669,189.958
761,2025-04-23 22,4/23/2025 22:15,189.709,189.77,189.645,189.769,634,189.9161
761,2025-04-23 22,4/23/2025 22:30,189.766,189.796,189.611,189.657,666,189.8635
761,2025-04-23 22,4/23/2025 22:45,189.663,189.859,189.663,189.859,585,189.8344
762,2025-04-24 06,4/24/2025 6:00,189.455,189.613,189.415,189.551,1082,189.5158
762,2025-04-24 06,4/24/2025 6:15,189.545,189.666,189.53,189.666,862,189.5246
762,2025-04-24 06,4/24/2025 6:30,189.669,189.708,189.453,189.487,1098,189.5195
762,2025-04-24 06,4/24/2025 6:45,189.492,189.578,189.398,189.408,1037,189.5072
762,2025-04-24 07,4/24/2025 7:00,189.409,189.591,189.294,189.519,1396,189.5104
762,2025-04-24 07,4/24/2025 7:15,189.516,189.637,189.499,189.521,1106,189.5194
762,2025-04-24 07,4/24/2025 7:30,189.525,189.63,189.476,189.555,1058,189.5197
